Evaluator,Reviewer 1,Reviewer 2,id,viewcount,title,body,tags,answercount,url,Irrelevant,Category,Main Problem
Seba,M,,1166032,2290,How do you document your database code to see dependencies between database objects?,"<p>I want to write documentation on my pet project.</p>

<p>I have 30 tables and almost 50 views and about 30 functions (stored procedures) in my PostgreSQL database.</p>

<p>I would like to see where tables ( which views and which functions ) are used.</p>

<p>I would like to see where views ( which views and which functions ) are used.</p>

<p>I would like to see if a function is used by another function.</p>

<p>I would like also to write a description of each objects ( tables, views and functions )</p>

<p>and a short description of fields.</p>

<p>Shortly, I want to be able to see what use a specific object and which objects use a specific object.</p>

<p>I thought to use a text file and for every object.
I might list objects that use the current one and which ones are used by the current one.</p>

<pre><code>&lt;pre&gt;
Table aaaa
A short description
used by : view v_aaaa

id int primary key
name varchar(30) name of a...

================================
view v_aaaa
A short description

list of fields...

used by function f_aaaa
Depends on table aaaa



==============================

function f_aaaa
A short description
Parameters ( description, IN/OUT )
Depends on view v_aaaa
 function fbbbb 

==============================

function f_bbbb
A short description
Parameters
Called by function f_aaaa
</code></pre>

<p>I'm afraid that my documentation will be unsynchronize quickly 
Imagine I add a function f_cccc that calls f_aaaa and f_bbbb. I'll have to modify doc on f_aaaa and f_bbbb</p>

<p>I know that UML describes relations about entities (It does that, right ???).
But I want something simple and I don't want to follow a 75 hours training...
And I'm not sure that you can have a ""link"" between entities and function as I want.</p>

<p>Do you have something to suggest me ?</p>

<p>I use PostgreSQL on Linux (Fedora). If you propose a tool that do this, it must be compatible with PostgreSQL :-)</p>

<p>For my code documentation, I use Doxygen.</p>

<p>Thank you</p>",database postgresql documentation dependencies,5,https://stackoverflow.com/questions/1166032,,Implementation Problems,Tool | Asking for Feature
Seba,M,,4967153,1852,Comments in Enums imported from XSD by wsimport,"<p>is there a way to get comments from XSD to Java code using wsimport? For example, I have an XSD file</p>

<pre><code>&lt;!-- Enumerace /model/user/UserLevel.java --&gt;
&lt;xs:simpleType name=""userLevel""&gt;
 &lt;xs:restriction base=""xs:string""&gt;
 &lt;!-- basic user --&gt;
 &lt;xs:enumeration value=""BASE""/&gt;
 &lt;!-- team leader --&gt;
 &lt;xs:enumeration value=""TL""/&gt;
 &lt;!-- section leader --&gt;
 &lt;xs:enumeration value=""SL""/&gt;
 &lt;/xs:restriction&gt;
&lt;/xs:simpleType&gt;
</code></pre>

<p>and I want my generated java enum class to look something like this:</p>

<pre><code>@XmlType(name = ""userLevel"")
@XmlEnum
public enum UserLevel {
 /**
 * basic user
 */
 BASE,
 /**
 * team leader
 */
 TL,
 /**
 * section leader
 */
 SL;
}
</code></pre>

<p>Is this even possible in contract first (eg. java code generated from XSD)?</p>",java documentation xsd wsimport,1,https://stackoverflow.com/questions/4967153,,Implementation Strategies,Tool | Asking for Feature
Seba,M,,1719868,1799,Undocumented functions should not be viewable/displayed in the list - Issue document only for documented entities,"<pre><code>class EXAMPLE{
 public func1()
 private func2()
 func3()
}
</code></pre>

<p>I have checked for documented entities only. I have documentation for func1 and func3 but no documentation for func2. I have </p>

<pre><code>EXTRACT_ALL = NO
EXTRACT_PRIVATE = NO
EXTRACT_STATIC = NO
EXTRACT_LOCAL_CLASSES = YES
EXTRACT_LOCAL_METHODS = NO
</code></pre>

<p>But after the documentation is generated I still see the signature of func2 without hyperlink.</p>

<p>Does anyone know a way to show only those functions explicitly documented?</p>",c++ documentation doxygen chm,2,https://stackoverflow.com/questions/1719868,,Implementation Problems,Tools | Support | Using Feature
Seba,M,,7420914,1733,How to write readme files that are automatically included into the Doxygen output?,"<p>Conceptually along the lines of <a href=""http://en.wikipedia.org/wiki/ReStructuredText"" rel=""nofollow noreferrer"">restructuredtext</a>, I want to distribute readme files throughout my different source directories and then have <a href=""http://en.wikipedia.org/wiki/Doxygen"" rel=""nofollow noreferrer"">Doxygen</a> read and include those readme text files as part of the generated Doxygen output.</p>

<p>How is this done? Or do I need to spoof Doxygen by creating a pseudo C file like:</p>

<p>README.h:</p>

<pre><code>/** 
My big long readme file describing how this library 
was created and how it should be used
*/
namespace foo_readme { }
</code></pre>",documentation doxygen restructuredtext,2,https://stackoverflow.com/questions/7420914,,Implementation Strategies,Tool | Syntax & Format | Write readme files
Seba,M,,930622,1689,"Does there exist a ""wiki"" for editing doxygen comments?","<p>I'm working on a fairly big open source RTS game engine (<a href=""http://springrts.com/"" rel=""noreferrer"">Spring</a>). I recently added a bunch of new C++ functions callable by Lua, and am wondering how to best document them, and at the same time also stimulate people to write/update documentation for <em>a lot</em> of existing Lua call-outs.</p>

<p>So I figured it may be nice if I could write the documentation initially as doxygen comments near the C++ functions - this is easy because the function body obviously defines exactly what the function does. However, I would like the documentation to be improved by game developers using the engine, who generally have little understanding of git (the VCS we use) or C++.</p>

<p>Hence, it would be ideal if there was a way to automatically generate apidocs from the C++ file, but also to have a wiki-like web interface to allow a much wider audience to update the comments, add examples, etc.</p>

<p>So I'm wondering, does there exist a web tool which integrates doxygen style formatting, wiki-like editing for those comments (preferably without allowing editing any other parts of the source file) and git? (to commit the comments changed through the web interface to a special branch)</p>

<p>We developers could then merge this branch every now and then to add the improvements to the master branch, and at the same time any improvements by developers to the documentation would end up on this web tool with just a merge of the master branch into this special branch.</p>

<p>I haven't found anything yet, doubt something this specific exists yet, so any suggestions are welcome!</p>",c++ git documentation wiki doxygen,1,https://stackoverflow.com/questions/930622,,Limitation and Possibilites,Tools | Support | Using Feature
Seba,M,,3942603,1662,Documenting webservice API Reference guide?,<p>Online webservice API/reference guide - What software application do you use to document your webservice/API technical specification/reference guide? </p>,c# web-services soap documentation reference,3,https://stackoverflow.com/questions/3942603,,Implementation Strategies,Language | Syntax & Format | Write function documentation
Seba,M,,13635187,1616,Documenting enum flags with Doxygen or similar,"<p>I've just added <a href=""http://www.doxygen.nl"" rel=""nofollow noreferrer"" title=""Doxygen"">Doxygen</a> to my toolset, and whilst I'm comfortable with most of the techniques, I'm a little confused on how I should go about documenting enum flags (also applicable to documentation in general, with or without Doxygen). Given the following class:</p>

<pre><code>class foo
{
 /// @enum Options
 /// @brief Specifies options for the object. Options are combined using
 /// the bitwise OR operator e.g. ""OPTION1 | OPTION2"".
 enum Options
 {
 OPTION1 = 1, //&lt; Option 1 description.
 OPTION2 = 2, //&lt; Option 2 description.
 OPTION3 = 4 //&lt; Option 3 description.
 };

 /// @brief Does something.
 /// @param options Specifies options.
 void bar(int options) {/* Do something */}
};
</code></pre>

<p>How do I go about indicating to the user how to use the options parameter of the bar function? The parameter is of type int, not Options, so there is no direct link between the parameter and the enum. If the parameter was of type Options, then the documentation would link to the description of the enum, which is the behavior I want.</p>",c++ enums documentation doxygen flags,2,https://stackoverflow.com/questions/13635187,,Implementation Strategies,Tool | syntax & Format | Write class documentation
Seba,M,,341118,1570,How to reference an indexer member of a class in C# comments,"<p>In order to reference a member of a class in XML comments/documentation, you have to use the following tag:</p>

<pre><code>&lt;see cref=""member""/&gt;
</code></pre>

<p>It is better explained <a href=""http://msdn.microsoft.com/en-us/library/acd0tfbe.aspx"" rel=""noreferrer"">here</a>.</p>

<p><strong>How do you reference an <em>indexer</em>?</strong></p>

<p>I mean, a member like this one:</p>

<pre><code>internal object this[ int index ] {
 ...
}
</code></pre>

<p>Thanks in advance.</p>",c# documentation,5,https://stackoverflow.com/questions/341118,,Implementation Strategies,Language | Syntax & Format | Write class documentation
Seba,M,,1007555,1478,How to create MSDN like links in Sandcastle documentation website?,"<p>I've generated a website documentation of my project with Sandcastle. This website uses frames so when I click though sites my URL in browser does not change.</p>

<p>I would like to have URL changed in browser when I browse through website documentation generated with Sandcastle. Why? Because I would like to link to concrete subpages of documentation from other parts of my developer environment.</p>

<p>And further more I would like to have this links permanent. So when I generate once again documentation from new version of my project, links will not change so that I will not need to change all links to new.</p>

<p>Is this possible and how to acomplish this?</p>",documentation web hyperlink sandcastle permalinks,3,https://stackoverflow.com/questions/1007555,,Implementation Strategies,Tool | Syntax & Format | Project documentation
Seba,M,,4222778,1431,PHP Doxygen Collaboration Diagrams,"<p>I've started playing around with doxygen to generate documentation from my PHP code. I notice there are two diagrams in the generated output - inheritance and collaboration. I know about the inheritance one, but the collaboration one has piqued my interest since reading the manual:</p>

<blockquote>
 <p>If the COLLABORATION_GRAPH and HAVE_DOT tags are set to YES then doxygen
 will generate a graph for each documented class showing the direct and
 indirect implementation dependencies (inheritance, containment, and
 class references variables) of the class with other documented classes.</p>
</blockquote>

<p>The impression I get from that description is that composition relationships should be represented by the collaboration diagram as well, but it always seems to just be identical to the inheritance one.</p>

<p>Is there something I can do to hint to Doxygen the things I would like to appear in this diagram? Does it just not work with PHP?</p>",php documentation doxygen,3,https://stackoverflow.com/questions/4222778,1,,
Seba,M,,23662910,1370,Generate API docs via code comments,<p>I'm using aglio to generate my API documentation. I'm currently writing the raw markdown for this based on the API Blueprint spec. I'm wondering if there's a way to generate the markdown via comments directly in the code. Is anyone aware of a way to do this?</p>,node.js rest documentation apiblueprint,2,https://stackoverflow.com/questions/23662910,,Implementation Strategies,Tool | Asking for a feature
Seba,M,,15158745,1336,Google Apps Script Auto Generated Library Documentation,"<p>I am currently developing a Library for Google Apps Script that basically treats a spreadsheet as a database object.</p>

<p>Currently, the library has a two identical functions like</p>

<p><code><pre>
/**
* Opens and creates a query object for a spreadsheet with the given url.
*
* @param {String} the url of the spreadsheet
* @return {SpreadsheetQuery_} a spreadsheet query object for the given spreadsheet
*/
function openByUrl(url) {
 return new SpreadsheetQuery_(SpreadsheetApp.openByUrl(url));
}
</pre></code></p>

<p>now, for the two public functions, the documentation generated only shows the return type and not the parameter nor the instructions attached. I am assuming this is a google issue and not really bothered.</p>

<p>But my main question is this, as the functions are instantiating an object from the private function, how can I get the auto documentation to show methods that exist on that object.
All the functionality will be provided by the object and it will be great if GAS could show the methods on it.</p>

<p>NOTE</p>

<hr>

<p>The methods are all placed on the prototype of the function. 
eg.</p>

<pre>
SpreadsheetQuery_.prototype.from = function (sheet) {
 if (_.isNumeric(sheet)) {
 ....
}
</pre>

<p>Thanks.</p>",google-apps-script shared-libraries documentation code-documentation intellisense-documentati,4,https://stackoverflow.com/questions/15158745,,Implementation Problems,Tools | Support | Using Feature
Seba,M,,403887,1286,How to properly document an extension method,"<p>So, I have a few extension methods, for commonly used stuff, and in documenting them, it's occurred to me that I have <em>no idea</em> how to consistently write the <code>summary</code> tag in the XML comments. For example:</p>

<pre><code> /// &lt;summary&gt;
 /// Gets a subset of characters from the left-hand side of a string.
 /// &lt;/summary&gt;
 public static string Left(this string value, int length)
</code></pre>

<p>vs.</p>

<pre><code> /// &lt;summary&gt;
 /// Gets the name of the month for this date.
 /// &lt;/summary&gt;
 public static string MonthName(this DateTime value)
</code></pre>

<p>So, the problem seems to be that I don't know how to consistently refer to that pesky <code>this</code> parameter. Further, I don't know how to clearly indicate that this is an extension method (since I'm not certain that Sandcastle and other tools have caught up to them yet and can automatically annotate the documentation to show it); I'd hate to have to rip all that manual documentation out later. </p>

<p>So the question is, what guidance is there for documenting extension methods? If there is no formal guidance, how do you all handle it? If we haven't, can we vote on something so I have something to go on? As an obsessive compulsive control freak, this inconsistency is driving me mad.</p>",.net documentation extension-methods coding-style,1,https://stackoverflow.com/questions/403887,,Best practice,Language | Syntax & Format | Write function documentation
Seba,M,,2253730,1198,Does F# documentation have a way to search for functions by their types?,"<p>Say I want to know if F# has a library function of type</p>

<pre><code>('T -&gt; bool) -&gt; 'T list -&gt; int
</code></pre>

<p>ie, something that counts how many items of a list that a function returns true for. (or returns the index of the first item that returns true)</p>

<p>I used to use the big list at the MSR site for F# before the documentation on MSDN was ready. I could just search the page for the above text because the types were listed. But now the MSDN documentation only lists types on the individual pages--the module page is a mush of descriptive text. Google kinda-sorta works, but it can't help with</p>

<pre><code>// compatible interfaces
('T -&gt; bool) -&gt; Seq&lt;'T&gt; -&gt; int
// argument-swaps
Seq&lt;'T&gt; -&gt; ('T -&gt; bool) -&gt; int
// type-variable names
('a -&gt; bool) -&gt; Seq&lt;'a&gt; -&gt; int
// wrappers
('a -&gt; bool) -&gt; 'a list -&gt; option&lt;int&gt;
// uncurried versions
('T -&gt; bool) * 'T list -&gt; int
// .NET generic syntax
('T -&gt; bool) -&gt; List&lt;'T&gt; -&gt; int
// methods
List&lt;'T&gt; member : ('T -&gt; bool) -&gt; int
</code></pre>

<p>Haskell has a standalone program for this called <a href=""http://www.haskell.org/hoogle"" rel=""noreferrer"">Hoogle</a>. Does F# have an equivalent, like Fing or something?</p>",search documentation f# types,3,https://stackoverflow.com/questions/2253730,1,,
Seba,M,,47203826,1066,How to configure swagger-ui for spring mvc,"<p>I should document our controllers with swagger.</p>

<p>I added </p>

<pre><code>&lt;dependency&gt;
 &lt;groupId&gt;io.springfox&lt;/groupId&gt;
 &lt;artifactId&gt;springfox-swagger2&lt;/artifactId&gt;
 &lt;version&gt;2.6.1&lt;/version&gt;
 &lt;/dependency&gt;
 &lt;dependency&gt;
 &lt;groupId&gt;io.springfox&lt;/groupId&gt;
 &lt;artifactId&gt;springfox-swagger-ui&lt;/artifactId&gt;
 &lt;version&gt;2.0.2&lt;/version&gt;
 &lt;/dependency&gt;
 &lt;dependency&gt;
 &lt;groupId&gt;com.fasterxml.jackson.core&lt;/groupId&gt;
 &lt;artifactId&gt;jackson-annotations&lt;/artifactId&gt;
 &lt;version&gt;2.4.0&lt;/version&gt;
 &lt;/dependency&gt;
 &lt;dependency&gt;
 &lt;groupId&gt;com.fasterxml.jackson.core&lt;/groupId&gt;
 &lt;artifactId&gt;jackson-databind&lt;/artifactId&gt;
 &lt;version&gt;2.4.0&lt;/version&gt;
 &lt;/dependency&gt;
</code></pre>

<p>into the pom.xml.</p>

<p>In spring-web.xml : </p>

<pre><code>&lt;bean id=""swagger2Config"" class=""springfox.documentation.swagger2.configuration.Swagger2DocumentationConfiguration"" /&gt;
</code></pre>

<p>And in controller I have added annotations. When I call <code>host:port/v2/api-doc</code> I see json. 
How can I see the same in swagger-ui.html ?</p>",spring spring-mvc documentation swagger swagger-ui,1,https://stackoverflow.com/questions/47203826,1,,
Seba,M,,38343282,681,Use doxygen file header as module description,"<p>I'm wondering if there is a possibility to reuse the doxygen file header description also for the module description. </p>

<pre><code>/**
 \file 
 \brief Some brief info
 \details more Details
*/
/**
 \defgroup Views
 \brief (Same as header doxy)
 \details (Same as header doxy)
*/
</code></pre>

<p>To avoid redundancy I will not copy the text. If I move the defgroup to top of the file I only get the file name mentioned in the module not the description. I tried already some combinations but I never achieved my goal. The detail and brief Text is either in the module documentation or in the file documentation. Does anyone have another idea how to reuse the text?</p>

<p>Many Thanks,</p>

<p>Jonny</p>",c documentation grouping doxygen,1,https://stackoverflow.com/questions/38343282,,Limitation and Possibilites,Tool | Asking for Feature | Writing module documentation
Seba,M,,37796494,681,Apache Spark SQL Documentation,"<p>Does anyone know where something close to documentation for the SQL that Apache Spark implements? I mean an extensive listing of every operator, library function, keywords, etc. Similar to Microsoft and T-SQL. I am doing kind of trial and error right now</p>",apache-spark documentation apache-spark-sql,1,https://stackoverflow.com/questions/37796494,1,,
Seba,M,,30458998,611,Enunciate reporting - How to Exclude few APIs and include few APIs from a same class,"<p>I would like to exclude few API methods in a class from Enunciate documentation.</p>

<p>Is there a way to achieve it using enunciate ?</p>

<p>Thanks in Advance</p>",java rest documentation javadoc maven-javadoc-plugin,1,https://stackoverflow.com/questions/30458998,1,,
Seba,M,,6486198,580,How to use the `:include:` directive using RDoc?,"<p>I am using Ruby on Rails 3.0.7 and I am writing some documentation for my application using <em>RDoc</em>. Since I have not found on the Web some good documentation with examples, what I would like to know is how to use the <code>:include:</code> directive at all.</p>

<p><strong>Can you make me an example of using that in application files?</strong></p>",ruby-on-rails ruby documentation include rdoc,2,https://stackoverflow.com/questions/6486198,,Implementation Strategies,Tools | Using Feature | directives
Seba,M,,14384136,540,Using lint comments with doxygen,"<p>For documentation, we usually have to create an additional document describing what we did when any lint messages were disabled in code <code>(e.g. /* lint --e228)</code>.
It would make it much easier to use it with <code>doxygen</code> (as we create this anyhow).</p>

<p>Though, I wasn't able to find any solution on how to make <code>doxygen</code> using these <strong>lint</strong> comments.
Did anyone try this?
Is there any solution how to use the <code>stric '/*lint'</code> but anyhow add it to <code>doxygen</code>?</p>

<p>Thanks!</p>",c documentation doxygen lint code-comments,2,https://stackoverflow.com/questions/14384136,,Implementation Strategies,Tools | Using Feature | lint
Seba,M,,1736971,513,javadoc: show also descriptions of methods from parent class,"<p>Is there a way to produce javadoc so that all methods accessible from the class are listed with their full description? Usually only the methods defined in that class are listed and the rest are only linked to in ""methods inherited from"" section. </p>

<p>(Obviously it is tricky to show javadoc of super classes if they're thirdparty and there's no source code/javadoc for them)</p>

<p>I'm also interested if this can be applied to scaladocs</p>",java scala documentation javadoc,2,https://stackoverflow.com/questions/1736971,,Limitation and Possibilites,Tool | Asking for Feature | Show method descriptions 
Seba,M,,47730335,487,Doxygen; Customize header output file,"<p>I'm using Doxygen v1.8.13 on Windows.</p>

<p>I'm trying to optimize our HTML output. I would like to have the header with the navbar and search input stick on the top of the pages.</p>

<p>Using a custom css I managed to give the needed tags a position of <code>fixed</code> and all is working fine, except for the search results. That div (with an iframe) is falling behind my <code>div.header</code>. 
When I move the <code>div.header</code> block inside the <code>div.top</code> block everything works as expected. </p>

<p>But I can't modify this in the <code>header.html</code> template, because the <code>div.header</code> block is not included.</p>

<p>How to solve this?</p>

<p>Here's my CSS, if needed:</p>

<pre><code>/* Make the header fixed at the top */
#top {
 position: fixed;
 width: 100vw;
 top: 0;
 background: white;
}

.header {
 position: fixed;
 width: 100vw;
 top: 137px;
}

 .header &gt; div.summary {
 padding-right: 25px;
 }

div.headertitle {
 padding: 5px 5px 0 10px;
}

 div.headertitle &gt; .title {
 margin: 0 2px;
 }

div.contents {
 margin-top: 180px;
}

#MSearchResultsWindow {
 position: fixed;
 border-radius: 3px;
 padding-right: 2px;
}

@media(max-width:768px) {
 .header {
 position: fixed;
 width: 100vw;
 top: 277px;
 }

 div.contents {
 margin-top: 318px;
 }
}
</code></pre>

<p><a href=""https://i.stack.imgur.com/mBF0K.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/mBF0K.png"" alt=""The output with the search result box partially hidden by the header""></a></p>

<p>I already read these similar questions:</p>

<ul>
<li><a href=""https://stackoverflow.com/questions/47728756/remove-doxygen-prototype-header"">Remove Doxygen prototype header</a></li>
<li><a href=""https://stackoverflow.com/questions/46976382/provide-custom-configurable-html-templates-to-doxygen"">Provide custom/configurable HTML templates to Doxygen</a></li>
</ul>

<p>But they don't provide what I need.</p>",css documentation doxygen,1,https://stackoverflow.com/questions/47730335,1,,
Seba,M,,23405861,484,Sphinx documentation for classes in multiple files,"<h3>Background</h3>

<p>I have a project called <a href=""https://github.com/mpenning/ciscoconfparse"" rel=""nofollow noreferrer"">ciscoconfparse</a>, which is documented with <a href=""http://sphinx-doc.org/"" rel=""nofollow noreferrer"">sphinx</a>; the documentation for the project is <a href=""http://www.pennington.net/py/ciscoconfparse/index.html"" rel=""nofollow noreferrer"">here</a>.</p>

<p>The <a href=""https://github.com/mpenning/ciscoconfparse/tree/master/ciscoconfparse"" rel=""nofollow noreferrer"">source code directory</a> has multiple files:</p>

<ul>
<li><code>ciscoconfparse.py</code> contains the classes <code>CiscoConfParse</code> and <code>IOSConfigList</code></li>
<li><code>models_cisco.py</code> contains a class called <code>IOSCfgLine</code></li>
</ul>

<p>This is an example of how I'm documenting <code>IOSCfgLine</code>...</p>

<pre><code>.. module:: models_cisco

IOSCfgLine Object
-----------------

.. autoclass:: IOSCfgLine
 :members:
 :inherited-members:
</code></pre>

<p>The existing Sphinx documentation has class hyperlinks that are hideous, including both the file name and the class name; one example is <code>models_cisco.IOSCfgLine</code>.</p>

<p><strong><em>Example documentation screenshot:</em></strong><br>
<img src=""https://i.stack.imgur.com/4t6XI.png"" alt=""enter image description here""></p>

<h3>Question</h3>

<p>How can I use <code>autoclass</code> to document classes in the various python files and <em>only</em> see the class name in the rendered documentation, instead of the file name included with the class? In other words, I just want to see hyperlinks to <code>IOSCfgLine</code> instead of <code>models_cisco.IOSCfgLine</code>.</p>",python documentation python-sphinx restructuredtext,1,https://stackoverflow.com/questions/23405861,,Implementation Strategies,Tools | Support | Using Feature
Seba,M,,332073,480,Is the documentation of Merb as poor as it seems?,"<p>I've read only good things about Merb, but the documentation on the <a href=""http://merbivore.com/"" rel=""nofollow noreferrer"">website</a> is basically the api reference, and right now there is no books already published. </p>

<p>Any resources about Merb?</p>

<p>I guess that I'll start to read the code, but it'd be nice to have another sources of information</p>",ruby documentation merb,5,https://stackoverflow.com/questions/332073,1,,
Seba,M,,20853526,389,Make YARD ignore certain class extensions,"<p>I am getting several warnings when generating my project documentation because YARD cannot parse some external class extensions</p>

<pre><code>[warn]: in YARD::Handlers::Ruby::MixinHandler: Undocumentable mixin: YARD::Parser::UndocumentableError for class MyClass
[warn]: in file 'lib/Project/myclass.rb':7:

 7: include Virtus.model
</code></pre>

<p>The root of the problem is one class extension that cannot be parsed. I know I could just run <strong>yard -q</strong> to suppress all warnings, but I would rather supress individual extensions than everything. </p>

<p>As far as I can see in the help, I could <strong>--exclude</strong> but right now, the offending class is part of an external gem. I also tried <strong>@!parse</strong> without success</p>

<pre class=""lang-ruby prettyprint-override""><code>class MyClass

 # @!parse Virtus.model
 include Virtus.model
end
</code></pre>",configuration documentation yard,1,https://stackoverflow.com/questions/20853526,,Error,Tool | Error | Project documentation
Seba,M,,10427107,341,Luracast Restler error when using @class tag in doc comments with error_reporting ON,"<p>I have a REST webservice implemented in PHP using Luracast Restler API.</p>

<p>If I add any <code>@class</code> tags to the doc comments in my custom class exposing the public API methods or in the class implementing the iAuthenticate methods performing authentication, restler fails to parse the request if error reporting is ON.</p>

<p>I think the problem is the DocParser class tries to proccess the <code>@class</code> tag as if t where the PHP <code>Class</code> declaration. The method of the class <code>formatClass()</code> generates an <code>undefined index</code> notice. If error reporting is ON this will send headers, so when later Restler tries to send the response it will no be able to change headers to indicate that JSON content is sent and the <code>Cannot modify header information - headers already sent</code> is triggered.</p>

<p>Is there any workaround to this or is just a bug in the Restler Api? (Apart from setting my error reporting level to avoid Notices from being sent).</p>",php documentation restler,1,https://stackoverflow.com/questions/10427107,,Error,Tools | Report | Bug
Seba,M,,24439513,315,underscore-like API documentation,"<p>Is there any specific tool that is used by underscore authors to generate documentation? I suppose so because I've found at least three projects documented in the same style, but I can't find any information about such tool used by any of those projects.</p>

<ul>
<li><a href=""http://underscorejs.org/"" rel=""nofollow"">underscore</a></li>
<li><a href=""http://backbonejs.org/"" rel=""nofollow"">backbone</a></li>
<li><a href=""http://bookshelfjs.org/"" rel=""nofollow"">bookshelf</a></li>
</ul>",javascript backbone.js documentation underscore.js,1,https://stackoverflow.com/questions/24439513,,Implementation Strategies,Language | Asking for a tool
Seba,M,,14486987,311,How are requirements of network specified to ensure QoS?,"<p>When I review the hardware requirements of many database backed enterprise solutions, I find requirements for the application server (OS, processor, RAM, disk space, etc), for the database server (versions, RAM, etc) and requirements for the client.</p>

<p><a href=""http://docs.oracle.com/cd/E25054_01/doc.1111/e15722/overview.htm#CJAHADHD"" rel=""nofollow"">Here is an example of Oracle Fusion Middleware.</a></p>

<p>I cannot find requirements on network speed or architecture (switch speed, SAN IOPS,RIOPS, etc). I do not want a bad user experience from my application but caused by network latency in the clients environment.</p>

<p>When sending clients required hardware requirements specifications, how do you note the requirements in these areas? What are the relevant measures of network performance? (Or is it simply requiring IOPS=<i>x</i> )</p>",networking documentation hardware requirements,1,https://stackoverflow.com/questions/14486987,1,,
Seba,M,,9349425,272,Xcode 4.3 documentation search: inexplicable missing result,"<p>I've upgraded from Xcode 4.2.1 to Xcode 4.3 on two Macs now. I ran into a curious problem: when searching the documentation for ""NSURLConnection"" through Organizer, the only result returned is NSURLConnectionDelegate, not NSURLConnection itself.</p>

<p>The search parameters are as follows:</p>

<p>Match type: <strong>Contains</strong><br>
Doc Sets: <strong>Mac OS X 10.7 Core Library</strong> and <strong>Xcode 4.3 Developer Library</strong><br>
Languages: <strong>All languages</strong></p>

<p>I can manually browse the documentation to get to NSURLConnection, so the class reference for it is present and accounted for, but it's not showing up in a search.</p>

<p>Same thing happens if I search for ""NSURL"". Over 200 results, but NSURLConnection is not among them. Upper or lower case, makes no difference. If I enable the iOS 5 doc set, NSURLConnection isn't shown there either, but NSURLConnectionDelegate does get shown twice, as you'd expect.</p>

<p>On the first Mac, I installed 4.3 while 4.2.1 was still installed, so it didn't redownload any documentation. I thought this might have something to do with it, so on the second Mac, I purged all traces of 4.2.1 from the Mac first: <code>uninstall-devtools --mode=all</code> followed by <code>rm -r /Library/Developer</code>. I then downloaded the doc sets in Xcode 4.3 once it was installed, but no, NSURLConnection is still missing from the results.</p>

<p>I have no idea what other documentation, if any, is not being caught by the search. Am I missing something really obvious, is there a documentation bug, is the search index broken or something else?</p>",xcode search documentation nsurlconnection organizer,1,https://stackoverflow.com/questions/9349425,,Error,Tools | Report | Bug
Seba,M,,45979894,260,Xcode - Add Custom Documentation for Swift Closure,"<h1>Question:</h1>

<ul>
<li>What is the correct <strong>format</strong> to add documentation (using built in functionality not 3rd party) to a custom <code>Swift</code> closure in <code>Xcode 8</code> ?</li>
<li>Could you provide the <strong>Apple documentation link</strong> to refer ?</li>
<li>How to specify the <code>closure</code> <code>parameters</code> ?</li>
<li>How to specify the <code>closure</code> <code>return type</code> ?</li>
</ul>

<p>Example:</p>

<pre><code>struct S1 {

 /// This block is executed after completion
 var completion : (String, Int) -&gt; (Bool)
}
</code></pre>

<h1>Note:</h1>

<p><code>Xcode 8</code> has built in functionality to add documentation to custom code.</p>

<p>This can be done, by doing one of the following:</p>

<ul>
<li><p><code>Command</code> + <code>Option</code> + <code>Click</code> on code</p></li>
<li><p>Keep cursor on code and <code>Editor</code> > <code>Structure</code> > <code>Add documentation</code></p></li>
</ul>",swift xcode documentation apple-documentation,1,https://stackoverflow.com/questions/45979894,,Best practice,IDE & Editor | Tool setup
Seba,M,,9063371,194,Rich native client for MSDN library documentation,"<p>The <a href=""http://msdn.microsoft.com/en-us/library/ms123401.aspx"" rel=""nofollow"">MSDN Library</a> provides great documentation for .NET/C#. However, the primary delivery medium, HTML via a web browser is suboptimal. A rich native Windows client for browsing this documentation seems like a perfect opportunity to showcase WPF. Is there such a client available? Are there any alternative interfaces to the MSDN Library?</p>",c# .net wpf documentation msdn,1,https://stackoverflow.com/questions/9063371,1,,
Seba,M,,21823716,130,How to write PHPDoc for parameters not specifically specified in the function declaration,"<p>If I have a parameter I am accessing like this</p>

<p><code>$msg = Input.get(""message"");</code></p>

<p>Do I use a @param tag too, or is that only for parameters like </p>

<p><code>public function stageFiles($user, $project)</code></p>

<p>Also, what is the correct way to document when you return a json object.</p>

<p>Thanks.</p>",php documentation phpdoc,1,https://stackoverflow.com/questions/21823716,,Implementation Strategies,Tool | Syntax & Format | Write function documentation
